text,coarse_label
Why is Jane Goodall famous ?,description
What is the chemical reactivity of helium ?,numeric
The name of the actor who played the detective in the film Kindergarden Cop is what ?,human
What is main reason for that electric vehicles can 't be popular nowadays ?,description
What is the difference between optical and digital video ?,description
"What clause in the U.S. Constitution may not be changed , altered or amended ?",description
What 's new in the postal world in 1999 ?,description
What actor came to dinner in Guess Who 's Coming to Dinner ?,human
What is the difference between the anus and the rectum ?,description
What is a Guild ?,description
What is the difference between college and graduate school ?,description
How do I change a file from an ART file to a JPEG or Bitmap file ?,description
What is Franz Kafka 's short story `` A Country Doctor '' trying to tell us ?,description
What engineer invented the pull-tab can ?,human
What South American capital is the world 's highest ?,location
What are the lyrics to the Star Spangled Banner ?,description
Name a civil war battlefield .,location
When do you plant winter wheat ?,numeric
What will a compass do in outer space ?,description
How many counties are in Indiana ?,numeric
Which college did Dikembe Mutombo attend ?,human
Who was the first actress to appear on a postage stamp ?,human
Who was the first black woman to star in the Folies Bergeres ?,human
What Aesop 's fable has the moral : `` The race is not always to the swift. Slow and steady is bound to win '' ?,entity
What famed strip of land is a 15-minute boat trip across the Venetian Lagoon from Venice ?,location
How is water treated to make it safe to drink ?,description
What is a hydrogen bond ?,description
What is the exchange rate between England and the U.S. ?,numeric
What does a woman want ?,entity
What is the protection rate of using condoms ?,numeric
What 's the abbreviation for limited partnership ?,abbreviation
Which continent has the most roses ?,location
What Russian novel embracing more the 5 characters is set in the Napoleonic Wars ?,entity
How do you write a correct critical analysis of a poem ?,description
How do I check if my modem is v.9 compatible ?,description
What is your favorite color ?,entity
"What is the longest chemical name , consisting of 35 letters ?",entity
How many corners does a spritsail have ?,numeric
What bottled-up TV character was born in Baghdad ?,human
What is a multiplexer ?,description
What credit card features a centurion on its face ?,entity
What are the four largest mountain ranges on the Asian continent ?,location
What are the Poconos ?,description
"What does caliente mean , in English ?",description
What is Jane Goodall famous for ?,description
What is the mission of Nike ?,entity
What is thalassemia ?,description
How far can you see ?,numeric
"What nuclear-powered Russian submarine sank in the Norwegian Sea on April 7 , 1989 ?",entity
Why can 't you taste anything when you have a cold ?,description
Where in the Bible does it tell about Jesus Christ 's brothers and sisters ?,location
What country boasts the southernmost point in continental Europe ?,location
When did Nostradamus believe World War III would begin ?,numeric
What is so powerful about Power Bars ?,description
What do the Japanese call Japan ?,entity
What country was Brian Boru an 11th-century king of ?,location
What happens when a body part falls asleep ?,description
What English word has the most letters ?,entity
What film ends with the line : `` This is Mrs. Norman Maine '' ?,entity
Who asked the musical question : `` Have you ever been to electric lady land ? '',human
Who wrote : `` Poems are made by fools like me but only God can make a tree '' ?,human
What is June 's birthstone ?,description
Where did the 6th annual meeting of Indonesia-Malaysia forest experts take place ?,location
Why do we ask for the `` check '' and not the bill at a restaurant ?,description
"Who played the part of the Godfather in the movie , ` The Godfather ' ?",human
When was London 's Docklands Light Railway constructed ?,numeric
Who invented the Wonderbra ?,human
What is the origin of the proverb `` A stitch in time saves nine '' ?,description
What state capital comes last alphabetically ?,location
Why is Thanksgiving on a Thursday ?,description
How do telephones work ?,description
What 's the main vegetable in vichyssoise ?,entity
How long did the Charles Manson murder trial last ?,numeric
How long does it take for your blood to make one complete trip through the body ?,numeric
Who owns the St. Louis Rams ?,human
Where is former Pro wrestler Johnny `` Rubber Man '' Walker ?,location
"What beer tells us , `` Grab all the gusto you can get . '' ?",entity
What is the geographical center of the US including Alaska and Hawaii ?,location
Which side of the face do most artists tend to show more of in self-portraits ?,entity
What is diabetes ?,description
What phenomenon would you expect to read about in the monthly publication The Bigfoot News ?,entity
When do MORMONS believe Christ was born ?,numeric
In what year was actress Joan Collins born ?,numeric
What is a fear of punishment ?,entity
What is average salary of restaurant manager in United States ?,numeric
What comic strip sometimes features a mailman named Beasley ?,entity
What device provided a new way to listen to music in 1963 ?,entity
"What will a kid eat the middle of , and save the chocolate on the outside for last ?",entity
"On average , how long time does it take to type a screenplay ?",numeric
What does the abbreviation IOC stand for ?,abbreviation
What 's a short ton ?,description
How long do cardinal eggs incubate ?,numeric
What two body parts grow all your life ?,entity
What Texas surgeon performed the first artificial heart transplant ?,human
What country has the port of Haifa ?,location
What is the main ingredient of yogurt ?,entity
What is the recipe for Eggs Benedict ?,entity
"What is the address for the main government office in Rome , Italy ?",location
What 's the largest U.S. agricultural crop by weight ?,entity
What is the electronic device used to produce visual displays corresponding to electric signals ?,entity
What is goldenseal ?,description
Who made the most appearances in the center square on Hollywood Squares ?,human
What is the Lost Colony ?,description
What is the chemical composition of a Barbie ?,entity
How many of every 10 members of the Rodeo Cowboys Association have never worked a ranch ?,numeric
What store claims to be the world 's largest department store ?,human
What is the lens behind the iris in the eye called ?,entity
What is Tetrinet ?,description
What `` marvelous '' major-league baseball player is now a spokesman for a beer company ?,human
What is the longest English word that can be formed using just the first row of letters on a typewriter ?,entity
What is Chiricahua the name of ?,entity
What 's the green variety of beryl called ?,entity
What was the name of Captain Bligh 's ship ?,entity
Which is heavier - cream or milk ?,entity
Who said `` the only thing we have to fear is fear itself '' ?,human
Where is Romania located ?,location
How many films are made by the major studios in a year ?,numeric
How many small businesses are there in the U.S .,numeric
What age is Benny Carter ?,numeric
How do you clean an LCD monitor screen ?,description
What city did the Mormons establish as their headquarters in 1847 ?,location
What is amezaiku ?,description
What two countries are linked by the Brenner Pass ?,location
What new games are available for Nintendo 64 ?,entity
Mississippi has what name for a state nickname ?,location
What is the predominant color of the Tab label ?,entity
What U.S. city was named for St. Francis of Assisi ?,location
"How many megawatts will the power project in Indonesia , built by a consortium headed by Mission Energy of US , produce ?",numeric
What is the definition of `` chancery '' file in real estate ?,description
Who is the sexiest women in the world ?,human
What day is known as the `` national day of prayer '' ?,numeric
Where can I get a photograph of professor Randolph Quirk ?,location
Who was the supreme god of Germanic religion ?,human
How do you handle a hungry man ?,description
Who 's played the most games for the New York Yankees ?,human
"What TV character said ; `` One of these days , Alice , pow , right in the kisser '' ?",human
What is the name of the Indian who became prime minister by beating Mrs. Gandhi in the 1977 election ?,human
What are the conjugations of wake and woke ?,entity
What Chilean president was killed in a 1973 coup d 'etat ?,human
What was Einstein 's IQ ?,numeric
Name the first Russian astronaut to do a spacewalk .,human
Why do eyes sometimes look red in photographs ?,description
What are John C. Calhoun and Henry Clay known as ?,entity
What are the first names of the famous husband-and-wife acting team of Lunt and Fontanne ?,human
What are some good exercises for kids to do ?,entity
How many real fruit juices are there in a can of Hawaiian Punch ?,numeric
What is the abbreviation of the National Bureau of Investigation ?,abbreviation
What is the principal river of Ireland ?,location
What lake is the source of the White Nile ?,location
Garry Kasparov plays what game ?,entity
How much does a poodle weigh ?,numeric
What is Zionism ?,description
What cable network bills itself as `` the family entertainer '' ?,human
How many points are there on a Backgammon board ?,numeric
What have you not let a tennis ball do if you volley ?,description
Which comic book was not spawned directly from the pulp magazines ?,entity
"What product is for kids , and not for silly rabbits ?",entity
What else has the swastika stood for ?,description
"Why do people get goosebumps when they have something emotional happen to them , like when they hear a beautiful piece of music , or see something beautiful , or get aroused by someone they love ?",description
How many frames does a disk camera shoot ?,numeric
What are the 7 Wonders of the World ?,entity
When did Theo Rousseau paint the `` Forest of Fontaine '' ?,numeric
How many people have been Captain America ?,numeric
What is meant by the term `` yield to maturity '' in reference to bonds ?,description
"What became the biggest cash crop in the U.S. in 1983 , surpassing corn ?",entity
How did the war of 1812 affect Delaware ?,description
Where is the human skin least sensitive ?,entity
"What President was meant for , but never placed in , the empty crypt beneath the capital 's rotunda ?",human
What is the biggest `` thing '' humans have made ?,entity
What are all the rivers in Europe ?,location
Who won the Superbowl in ?,human
What five cards make up a perfect Cribbage hand ?,entity
In what year was Gandhi assassinated ?,numeric
What is the time it takes a typist to type a screenplay that is 100 pages long ?,numeric
What is the full classification of a lady bug ?,entity
What Hungarian cardinal was first a state prisoner and then a refugee in the U.S. embassy 1956-1971 ?,human
How many pairs of wings does a tsetse fly have ?,numeric
What was the name of the peace agreement imposed on Germany after World War I ?,entity
What 's the fifth-largest country in the world ?,location
How do you box train a cat ?,description
How was Teddy Roosevelt related to FDR ?,description
What newspaper serves Salt Lake City ?,entity
The film `` Jaws '' was made in what year ?,numeric
How does lightning travel ?,description
What spice do chefs pay the most for ?,entity
Who directed Citizen Kane ?,human
What is troilism ?,description
What was the sister ship of the Olympic ?,entity
What is the nickname of the famous flyer who mistakenly flew to Ireland instead of to Los Angeles ?,human
What is HTML ?,abbreviation
How do you identify prime numbers ?,description
"Whose special bear 's creator was born on January 18 , 1779 ?",human
What high school does Archie attend ?,human
What animal migrates the farthest ?,entity
What film was based on the play Everybody Comes to Rick 's ?,entity
Why do we call someone `` honey '' ?,description
Madonna hocks which soft drink ?,entity
What television network flogged its sports programming on Inga Nielsen 's body in 197 ?,human
In what country is Lund ?,location
What 's the sequel to Alice 's Adventures in Wonderland ?,entity
What is the capital of Seattle ?,location
What Italian leader had a lifelong fear of the evil eye ?,human
What city in Florida is Sea World in ?,location
Who said : `` What contemptible scoundrel stole the cork from my lunch ? '',human
What 's a water funnel ?,description
What is a fear of worms ?,entity
What is a Chinese `` spouting '' bowl ?,description
What does an emperor do ?,description
What president kissed the Queen Mother on the lips ?,human
Where does the tennis star Stefan Edberg come from ?,location
What continent pushes up the Executive Committee mountain range ?,location
How do they raise the cranes when building high-rise buildings ?,description
"What was Al Capone finally imprisoned for , in 1931 ?",description
What food can I use to catch a possum ?,entity
What was Al Capone 's nickname ?,human
Who was the author of the famous fairy tale `` Snow White and Seven Dwarfs '' ?,human
What is the largest city in Germany ?,location
What is a fear of cholera ?,entity
What park contains Firehole River and Fairy Falls ?,location
What 's the largest island in the West Indies ?,location
What New England state carries the telephone area code 27 ?,location
What is an example of a natural acid-base indicator ?,entity
In what county is Eckley Colorado ?,location
How do I find info about rice importers in the world ?,description
"How much does it cost to have a tree planted by dialing , 900 , 740-TREE ?",numeric
What is the song Stairway to Heaven by Led Zeppelin about ?,description
How does hair curl ?,description
What are pushed and coupled in hump yards ?,entity
How long do hermit crabs live ?,numeric
What city hosted the first Winter Olympics in Asia ?,location
What is the origin of the first name ` Breony ' ?,description
What month were you born in if your birthstone is sardonyx ?,numeric
Who is behind the name of the Harvey Wallbanger drink ?,human
What is the origin of `` Beauty is in the eye of the beholder '' ?,description
"What soft drink not only has its own video game , but was featured in its own Marvel comic book ?",entity
What oldtime kids ' fare did TV Guide writer Jeff Greenfield call `` one of the most...subversive TV shows in American history '' ?,entity
Madonna advertises for what soft drink ?,entity
What does A&W of root beer fame stand for ?,abbreviation
What tennis term is said to come from the French word for egg ?,entity
What does a collier mine ?,entity
How much money can a person be fined for having a dog on a beach ?,numeric
"What desert country borders Saudi Arabia , Iraq and the Persian Gulf ?",location
What are the ages in comic book lingo ?,entity
What kinds of animals are in Cambodia ?,entity
What South African producer had a 1988 profit of $836 million ?,human
What American actress was the first to be called a `` vamp '' ?,human
What do the 12 days of Christmas mean ?,description
"What John Steinbeck novel portrays the Joad family , driven from the Oklahoma dustbowl ?",entity
What date did man first land on the moon ?,numeric
Where are the headquarters of Eli Lilly ?,location
How many web servers are there ?,numeric
What 's the last line of Dickens 's A Christmas Carol ?,description
How many trees go into paper making in a year ?,numeric
Where can I find info on research being done on oilseeds thru genetics ?,location
How come light bulbs go out ?,description
For what reason did the Shea & Gould law firm close their L.A. office ?,description
How far out is the universe ?,numeric
What is the difference between a bottle and a jar ?,description
What disease is the second-biggest killer of North Americans ?,entity
Where did the Mayan Indians live ?,location
Where was Poe born ?,location
What happens to the female body with lack of sleep and food ?,description
What is a fear of crystals or glass ?,entity
Name a product that controls the ripening of apples .,entity
How many warmup pitches does a reliever get coming into a baseball game ?,numeric
Where did Dylan Thomas die ?,location
What common livestock have the greatest variety of breeds ?,entity
What film had Bette Davis creating a scandal by wearing a daring red gown to a society ball ?,entity
What disease did August von Wassermann develop a specific test for in 196 ?,entity
What card company sells Christmas ornaments ?,human
How do I find out what cities are in a certain area code ?,description
What can communications satellites offer yachts ?,entity
How many Fig Newtons are there to the pound ?,numeric
Who is the premier of China ?,human
What cigar-chewing comedian observed : `` You 're only as old as the woman you feel '' ?,human
How many bones are there in the human hand ?,numeric
What bread company used to feature stickers of the Cisco Kid on the ends of their packages ?,human
Who was the president of Vichy France ?,human
Whose kidnaping was termed The Crime of the Century ?,human
What is hydrogen ?,description
What group asked the musical question Do You Believe in Magic ?,human
What was the tallest building in America in 1922 ?,location
What buxom blonde appeared on the cover of more than 5 magazines ?,human
What is recruitment interview technique ?,description
How does a hurricane form ?,description
What does the donation process entail ?,description
How far is it from Phoenix to Blythe ?,numeric
What New Hampshire hamlet rises early to vote first in U.S. presidential elections ?,location
How many people watch network television ?,numeric
"What garment was named for Bradley , Voorhees and Day ?",entity
Who first broke the sound barrier ?,human
How do birds have sex ?,description
How many horses are there on a polo team ?,numeric
What 's destroyed in Genesis 19 : 24 ?,entity
What new year is celebrated on February 16th ?,entity
What is Occam 's Razor ?,description
Where do the Grimace and Mayor McCheese live ?,location
How long does it take to hike the entire Appalachian Trail ?,numeric
What role do fruits play in the survival of plants ?,human
Where is the world championship sled dog race held each February ?,location
What are the medical purposes of `` clitoridectomy '' ?,description
How is thalassemia defined ?,description
What 's the name of the Tampa newspaper ?,entity
What is a storm surge ?,description
How do you use `` farther '' as opposed to `` further '' ?,description
What was the alternate to VHS ?,entity
What is one of the languages of the Sioux ?,entity
What Pulitzer Prize-winning novelist ran for mayor of New York City ?,human
How many times can a nickel-cadmium rechargeable battery be recharged ?,numeric
How is cologne made ?,description
What was the food of the Greek gods called ?,entity
What does camera-ready art mean ?,description
How many seats does the Batmobile sport ?,numeric
How many cards are dealt to each player in Gin Rummy ?,numeric
What happened to Phillip Taylor Kramer ?,description
What Erica Jong novel deals with Isadora Wing 's fear ?,entity
What time of year do most people fly ?,numeric
Who was Scrooge 's dead partner in Dickens 's A Christmas Carol ?,human
What is the origin of the Christmas tree ?,description
When is the Thai New Year ?,numeric
What four tournaments make up tennis ' Grand Slam ?,entity
What 1964 film introduced the song My Kind of Town ?,entity
Who recorded the 1957 hit Tammy ?,human
What is the term for the side of the mountain that faces the prevailing winds ?,entity
"In Kafka 's Metamorphosis , the hero awakes one morning to find himself turned into what ?",entity
What does caliente translate to in English ?,entity
Who is Mia Farrow 's mother ?,human
How do you determine if a computer monitor has an SVGA adapter ?,description
How far can a human eye see ?,numeric
What time of year has the most air travel ?,numeric
What does the term `` spaghetti western '' mean ?,description
When was the G7 group of nations formed ?,numeric
What are differences between 1980 and 1990 ?,description
What baseball player was walked the most times ?,human
What famous male vocalist has the same name as the composer of the opera Hansel and Gretel ?,human
What were the first frozen foods ?,entity
Why is Indiglo called Indiglo ?,description
What is the word for love of pain or abuse ?,entity
When did they canonize the Bible ?,numeric
Who was the only president to serve two nonconsecutive terms ?,human
What percentage of all world tornados touch down in the US ?,numeric
What labor leader was last seen in the parking lot of a Michigan restaurant ?,human
When did the Carolingian period begin ?,numeric
What motto ended Merrie Melodies cartoons ?,description
Who reports the weather on the `` Good Morning America '' television show ?,human
How many emperors were there in the Roman Empire ?,numeric
What was the name of `` The Muppets '' creator ?,human
What is Cabarnet Sauvignon ?,description
What is a virtual IP address ?,description
What 's the name of the tiger that advertises for Frosted Flakes cereal ?,entity
"Who sent the brief message `` I came , I saw , I conquered '' ?",human
What color is Mr. Spock 's blood ?,entity
What U.S. Air Force general led the first bombing raid over Tokyo ?,human
What U.S. vice-president said : `` Some newspapers dispose of their garbage by printing it '' ?,human
"What was the name of the first Watergate special prosecutor , later fired by Nixon ?",human
How do movie blues screens work ?,description
How does the speed the magnet spins in a generator affect the output of the generator ?,description
What 's the supreme policy-making bureau of the Soviet Communist Party ?,human
What was the Vietnam War ?,description
What is La Nina ?,description
Why did the Globe Theatre burn down ?,description
On what day were John F and Jackie Kennedy married ?,numeric
"What was the non-fiction best-seller of 1952 , 1953 and 1954 ?",entity
What is meant by blood SED rate ?,description
Who are the nomadic hunting and gathering tribe of the Kalahari Desert in Africa ?,human
Who won a Pulitzer Prize for his novel The Caine Mutiny ?,human
What 's the best way to lose the flab under your chin and around your face ?,entity
Where is your corpus callosum ?,location
"What Broadway musical featured the song , `` If I were a rich man ? ''",entity
Who portrayed Sherlock Holmes in 14 films between 1939 and 1946 ?,human
Why is the development of space so important ?,description
What is the nursery rhyme Rock-a-by Baby about ?,description
"When Superman needs to get away from it all , where does he go ?",location
How old is singer Freedy Johnston ?,numeric
What is the origin of gametophytic tissue ?,description
What does Aaron mean ?,description
What is a fear of hair ?,entity
What is the name of the pop singer whose song became the theme song for a brand of catsup ?,human
What is a conifer ?,description
Who claimed to be the world 's most perfectly-developed man ?,human
What is different about the red and black fox ?,description
What is e-commerce ?,description
How do I tie a tie ?,description
Where can I get cotton textiles importer details ?,location
When did Spain and Korea start ambassadorial relations ?,numeric
What kind of people took part in Shays ' Rebellion in Massachusetts in 1787 ?,human
What is chromatology ?,description
How many grooves are on a dime 's edge ?,numeric
How was the ACLU formed ?,description
What are the most albums sold by one artist or band ?,entity
The second most popular sport worldwide is what ?,entity
What do goldfish lose if kept in dimly-lit or running water ?,entity
What canal does the Thatcher Ferry Bridge span ?,location
What American won the world Grand Prix driving championship in 1978 ?,human
What are the chances of pregnacy if the penis does not penetrate the vagina ?,numeric
What 's the highest hand in straight poker ?,entity
Where can I find a lesson plan for teaching the metric system conversion to American standard ?,location
What is the name of Kevin Costner 's movie about Sioux Indians ?,entity
"What are Kythnos , Siphnos , Seriphos and Mykonos ?",description
Name a female figure skater .,human
Why are there no white lines on pro footballs ?,description
How long would it take for a $ savings bond to mature ?,numeric
How is Abigail Arcane related to the villainous opponent of the Swamp Thing ?,description
What did the Congress of Vienna establish ?,entity
What is the average cost for four years of medical school ?,numeric
What harmful chemicals are in bug spray ?,entity
How many spears are there on Kenya 's flag ?,numeric
What did Mighty Mouse always sing as he went into action ?,description
Where did George of the Jungle live ?,location
How did Bob Marley die ?,description
What 's men 's par on a 455-yard golf hole ?,numeric
What percentage of American men are alcoholic ?,numeric
"Dialing , 900 , 740-TREE to have a tree planted will cost how much ?",numeric
"In South Korea , how many American Soldiers are there ?",numeric
Who portrayed Carl Bernstein in All the President 's Men ?,human
What are the numbers that fit into Fermont 's last theorem ?,numeric
Who was Tiny Tim 's father ?,human
What does a heliologist study ?,entity
Who was Bonnie Blue Butler 's father ?,human
"What shampoo prevents eczema , seborrhea , and psoriasis ?",entity
How many Americans have HIV ?,numeric
Where do I find information for foreclosure properties on the Internet ?,location
Who is the Antichrist ?,human
What was the first English play written exclusively for children ?,entity
Which Latin American country is the largest ?,location
What was the former residence of Scottish kings in Edinburgh ?,location
How many teats does a female goat sport ?,numeric
How tall is kilamanjaro ?,numeric
Who was the lawyer who represented Randy Steven Craft ?,human
What country buys 25 percent of the world 's tea exports ?,location
What country is the origin of the band the Creeps ?,location
What did the crocodile swallow in Peter Pan ?,entity
What is the origin of the word `` mushroom '' ?,description
Which of the following celebrities was not born in Philadelphia ?,human
What is the number of American soldiers deployed to South Korea ?,numeric
Where is the biggest bell ?,location
What is the brand name of the chemical daminozide ?,entity
How do microwaves work ?,description
What magazine paid Ernest Hemingway $15 a word to write a bullfighting article ?,entity
What is the estimated total U.S. whitetail deer population ?,numeric
Who wrote the Farmer 's Almanac ?,human
"What animal received royal assent as an emblem of Canada on March 24 , 1975 ?",entity
What number is at 12 o 'clock on a dartboard ?,numeric
Which team won the Super Bowl in 1968 ?,human
What is the recommended daily requirement for folic acid for pregnant women ?,description
What film dramatized the Scopes monkey trial ?,entity
CNN is owned by whom ?,human
What country offered Albert Einstein its presidency in 1952 ?,location
What is the HIGHEST Roman numeral ?,description
"What TV series saw many of its aquatic scenes shot at Silver Springs , Florida ?",entity
Who was the 15th century fire-and-brimstone monk who gained control of Florence but ended burnt at the stake ?,human
How is digital audio used ?,description
What is AFS ?,abbreviation
Who was Quetzalcoatl ?,human
What operating system do IBM-compatible machines use ?,entity
What French leader sold Louisiana to the United States ?,human
"What bay sparkles next to Miami , Florida ?",location
How many miles of veins are in the circulatory system ?,numeric
What famed river flows through Bagdad ?,location
How is bubble wrap made ?,description
What is Java ?,description
Who is the prime minister of Japan ?,human
What player squats an average of 3 times during a baseball doubleheader ?,human
What 's the most common name in nursery rhymes ?,human
How many `` No '' answers was the What 's My Line ? panel allowed ?,numeric
What is the fine for having a dog on a beach ?,numeric
"Who wrote the book , `` Song of Solomon '' ?",human
"Where can one find information on religion and health , the brain and nutrition ?",location
Name the Ranger who was always after Yogi Bear .,human
What TV show did John Sebastian sing the theme for ?,entity
Who is the president of the Spanish government ?,human
Who holds the career record for the most major league home runs ?,human
Which of the following actors worked in New York 's Yiddish Theater ?,human
Who invented the stethoscope ?,human
What is a mathematical factor ?,description
How many four star generals were there and who are they ?,numeric
When did Nixon die ?,numeric
What was originally defined as one 1-millionth of the distance from the equator to the Pole ?,entity
What comedian hit the TV screen in 1951 with the NBC afternoon show Time for Ernie ?,human
How many members are in the California congressional delegation ?,numeric
What erupts every hour at Yellowstone National Park ?,location
What country contains the highest point in South America ?,location
What are Arnold Palmer 's fans called ?,human
Who retired with 755 home runs to his credit ?,human
What constellation represents a hunter with club and shield ?,location
Who developed potlatch ?,human
How long did Shea and Gould practice law in Los Angeles ?,numeric
What 's a perfect score in a gymnastics exercise ?,numeric
"What group included Abbey Hoffman , Jerry Rubin , and Tom Hayden ?",human
What made Jane Goodall famous ?,description
At what age did Rossini stop writing opera ?,numeric
What Russian seaport has a name meaning `` Lord of the East '' ?,location
Name the two actress daughters of John Mills .,human
How old was Gene Siskel ?,numeric
What can be done about snoring ?,description
What Rocky Mountain ridge separates North America 's eastward and westward-flowing rivers ?,location
Who is the actress Bette Davis once said she wished she looked like ?,human
Who portrayed The Cowardly Lion in The Wizard of Oz ?,human
What does a chiropodist treat ?,entity
What is porphyria ?,description
What gate opened on East and West Berlin ?,location
Who was the first king of England ?,human
What made the Finger Lakes in western New York state ?,description
In what movie is the number nine found in the title ?,entity
How many calories are there in soy sauce ?,numeric
Who killed Kurt Cobain ?,human
Who created the monster in Mary Shelley 's novel Frankenstein ?,human
What 's the farthest planet from the sun ?,location
Why does the sun shine only a short time in Alaska ?,description
What chemical in red wine is good for the heart and what exactly does it do to your body ?,entity
How does blood clot ?,description
How big is our galaxy in diameter ?,numeric
"What product `` doubles your pleasure , doubles your fun '' ?",entity
When is a woman most fertile ?,numeric
What son of a 15-year-old Mexican girl and a half-Irish father became the world 's most famous Greek ?,human
Who was the first man to return to space ?,human
What brand of jeans did Calvin Klein admit in a 1984 interview he felt more comfortable wearing ?,entity
Who gave Abbie Hoffman his first dose of LSD ?,human
What effect does friction have on perpetual motion ?,description
What did the Seven Dwarfs do for a living ?,human
What 4-foot-9 actress in 1984 became the first performer to win an Oscar for playing a character of the opposite sex ?,human
Who shot Billy the Kid ?,human
What is he doing now ?,description
What Mormon leader was said to have had 27 wives ?,human
What video format was an alternative to VHS ?,entity
Where did the term `` 69 '' come from ?,description
What is money made of ?,entity
What 's the name of a hotel in Indianapolis ?,location
How many people in Tucson ?,numeric
Where is Melbourne ?,location
With whom did Bush compare Saddam Hussein ?,human
What country was Mikhail Gorbachev the leader of ?,location
"What is the recommended weight of a 15 year-old male that is 5 , 6 ?",numeric
What pillar of the Dutch Renaissance painted Aristotle Contemplating the Bust of Homer ?,human
What is the largest county in size in Massachusetts ?,location
What is the name of the brilliant British economist behind its creation ?,human
Who played Sally Rogers on The Dick Van Dyke Show ?,human
What is it like to experience a near death episode ?,description
What mythical figure carries an hourglass and a scythe ?,human
How much is a Canadian 1967 twenty dollar gold coin worth ?,numeric
Why didn 't European colonial rule spread until after the first and second industrial revolutions ?,description
What natural attractions draw the most visitors in the United States ?,location
What presidential administration challenged Americans to explore The New Frontier ?,human
How many years did Sleeping Beauty sleep ?,numeric
How long does it take for your body to restore blood after you donate your blood ?,numeric
How do I know someone is truly in love with me ?,description
Which of many numbered vats of Scotch was judged best by a panel of experts in 1863 ?,entity
What is literary criticism ?,description
How do you throw a housewarming party ?,description
What international sport was originally called hurley ?,entity
What river runs through Liverpool ?,location
What famous British actor lost his voice after an operation in 1966 ?,human
What does the term 3 mean to a newspaper editor ?,description
What company makes impulse hardening equipment ?,human
What country was Kim Philby really working for ?,location
What does Freddy Freeman say to become Captain Marvel Jr. ?,description
What country was Hitler the chancellor of ?,location
What is Rona Barrett 's married name ?,human
How many years make up a lustrum ?,numeric
What are close encounters of the first and second kind ?,entity
Who is the mathematician that won the Noble Prize for Literature in 1950 ?,human
Which glamorous actress is a close friend of Dick Tracy ?,human
What 1956 Grace Metalious novel was on the best-seller list for two years ?,entity
Name the three races unleashed by the Celestials in Marvel comics .,human
How old is the Italian artist Maurizio Pellegrin ?,numeric
"What President hit the jogging paths to enhance his athletic image and , sporting No. 39 , almost collapsed during the road race ?",human
What is the distinction of Erle Stanley Gardner 's The Case of the Terrified Typist ?,description
What North American city would you visit to see Cleopatra 's Needle ?,location
When was the NFL established ?,numeric
Where can I find an Ask An Expert site ?,location
What writer-journalist made his mark describing colorful Broadway and underworld characters ?,human
What U.S. state has the lowest highest elevation at 6 feet ?,location
What are the residents of the island of Lesbos called ?,human
What is the organizational structure of the New Delhi Indira Gandhi airport ?,entity
"At Christmas time , what is the traditional thing to do under the mistletoe ?",entity
What baseball great plugged Mr. Coffee ?,human
What international amateur sports spectacle was first telecast in 1956 ?,entity
What is the origin of the word `` amen '' ?,description
Who 's baby was Sweet Pea on the Popeye cartoon ?,human
Where is Mile High Stadium ?,location
"What were Baffin , Frobisher and Franklin looking for ?",entity
What is limbo ?,description
What city contains the district of Hell 's Kitchen ?,location
What interesting method was used to run the credits in the early Popeye cartoons ?,entity
What are the stars made of ?,entity
"What English physician was born on January 18 , 1779 and went on to create two important inventions ?",human
"Who did Arthur H. Bremer try to assassinate on May 15 , 1972 ?",human
How fast must a spacecraft travel to escape Earth 's gravity ?,numeric
What apostle is Taylor Caldwell 's Great Lion of God ?,human
How many rings are there on a five-zone archery target ?,numeric
"What anesthetic did Queen Victoria allow to be used for the birth of her seventh child , in 1853 ?",entity
"What element , from the Periodic Table , is a gas or a solid , but never a liquid ?",entity
What is a tonne ?,description
Which one of the Great Lakes is entirely within U.S. territory ?,location
What is DEET ?,abbreviation
What company sells the most greeting cards ?,human
What U.S. state has sagebrush as its state flower ?,location
What is the Bernoulli Principle ?,description
What 's comic strip photographer Peter Parker 's secret identity ?,human
What is difference between a poster and a print ?,description
In which sport is there a `` scrum '' ?,entity
What are the best ways to improve employee morale at low cost ?,entity
What nationality is Pope John Paul II ?,location
What is false consciousness ?,description
How did the Great Depression affect Japan 's history ?,description
Which side should a bowler facing a 37803 split hit the 3-pin on-the left or the right ?,entity
Where are some great educational resources for parents and teachers ?,location
How many Israeli athletes were killed at the Munich Olympics ?,numeric
What is the Scotch `` for people who know the difference '' ?,entity
When was Richard Nixon born ?,numeric
What New York City landmark has 168 steps to its crown ?,location
Where is the Bulls basketball team based ?,location
What is the recomended age to switch a child from a crib to a bed ?,numeric
Which Rockefeller was sometimes called `` JDR3 '' ?,human
When is the Sun closest to the Earth ?,numeric
What are some chemical properties of mendelevium ?,description
What is the average hours per months spent online by AOL users ?,numeric
Whom did Friz Freleng add to the Warner Bros. cartoon ranks ?,human
What is the origin of the word `` sideburns '' ?,description
The trials resulting from World War II are known as what ?,entity
What started in 1849 when gold was discovered at Sutter 's Mill ?,entity
What is a First World country ?,description
Who was Shakespeare 's Moorish general ?,human
What 's the second-highest mountain in the world ?,location
What country was Erich Honecker the leader of ?,location
How does salt melt ice and snow ?,description
"What two Japanese cities are spelled with the letters K , O , O , T and Y ?",location
What does laser stand for ?,description
Who taught Matt Murdock to use his extraordinary abilities in Marvel comics ?,human
